用户ID,商品,购买日期,购买价格 (元)
4195,Books,2023-09-16,347
4992,Clothing,2023-09-03,4510
2960,Cosmetics,2023-09-05,2389
2833,Shoes,2023-09-27,6680
5336,Food & Beverage,2023-11-12,5553
1603,Shoes,2023-10-18,7759
5828,Books,2023-09-16,4823
5918,Clothing,2023-10-10,8798
1498,Technology,2023-11-24,2913
5982,Cosmetics,2023-11-23,9873
1217,Clothing,2023-09-07,2315
4989,Technology,2023-10-16,5711
1490,Clothing,2023-09-21,9873
2405,Clothing,2023-10-03,5668
4651,Cosmetics,2023-11-17,4188
5084,Books,2023-10-06,8136
2630,Clothing,2023-10-13,7778
2562,Clothing,2023-10-21,4048
5778,Clothing,2023-10-29,7108
4901,Cosmetics,2023-11-18,7316
3352,Toys,2023-09-26,5721
4576,Books,2023-10-15,2278
5625,Food & Beverage,2023-11-23,8564
4986,Toys,2023-09-26,2784
1644,Cosmetics,2023-09-06,4386
5917,Clothing,2023-10-01,8705
3085,Books,2023-10-18,9224
1993,Food & Beverage,2023-10-11,5234
1921,Food & Beverage,2023-11-27,4365
1311,Cosmetics,2023-10-13,2403
3285,Clothing,2023-11-14,9726
2845,Cosmetics,2023-09-20,9965
1004,Toys,2023-10-30,674
4071,Technology,2023-10-20,8759
1197,Food & Beverage,2023-09-17,7430
5700,Shoes,2023-09-16,5812
3438,Shoes,2023-09-04,7586
2994,Clothing,2023-10-19,811
3531,Technology,2023-09-05,624
5174,Shoes,2023-10-03,5753
4724,Technology,2023-10-26,5086
3928,Technology,2023-10-04,8011
4558,Books,2023-09-17,915
1288,Shoes,2023-09-03,1610
4411,Cosmetics,2023-10-29,8666
3269,Food & Beverage,2023-11-19,8919
1414,Toys,2023-10-19,2566
3435,Shoes,2023-10-06,1076
5050,Cosmetics,2023-10-27,1311
4589,Books,2023-11-13,3938
1517,Food & Beverage,2023-09-17,1779
1780,Toys,2023-09-20,1658
5995,Cosmetics,2023-11-04,3999
5503,Books,2023-10-20,204
2749,Books,2023-10-21,3601
5834,Cosmetics,2023-10-04,9926
3626,Clothing,2023-10-30,8755
4608,Shoes,2023-11-19,2651
5403,Shoes,2023-10-24,190
1777,Books,2023-11-05,4603
2899,Technology,2023-10-17,1622
2365,Shoes,2023-09-02,8739
5272,Clothing,2023-10-11,8332
1131,Shoes,2023-11-05,4829
4647,Clothing,2023-10-13,1548
3449,Toys,2023-10-06,5946
4098,Cosmetics,2023-10-03,7868
5959,Cosmetics,2023-11-03,8026
2045,Cosmetics,2023-10-16,7800
2339,Toys,2023-09-27,4664
1253,Clothing,2023-11-13,6318
1869,Books,2023-09-28,6345
2171,Shoes,2023-10-28,939
5976,Books,2023-10-03,4934
2728,Shoes,2023-10-21,1731
4953,Toys,2023-09-06,3531
5844,Toys,2023-11-09,9657
3002,Clothing,2023-09-06,848
2438,Toys,2023-11-27,2167
4792,Shoes,2023-09-29,9240
1308,Books,2023-11-13,1719
5067,Toys,2023-11-03,8877
2778,Food & Beverage,2023-09-22,6194
3902,Clothing,2023-11-19,4326
5837,Technology,2023-10-29,7092
3670,Shoes,2023-10-22,5152
3800,Cosmetics,2023-09-09,1643
3875,Shoes,2023-09-05,7849
4661,Toys,2023-10-09,5285
3112,Shoes,2023-11-07,9499
2035,Food & Beverage,2023-09-17,163
2999,Books,2023-11-22,3461
3533,Toys,2023-09-02,6853
5060,Technology,2023-10-09,5520
5470,Cosmetics,2023-09-15,226
1067,Shoes,2023-09-12,6247
3966,Cosmetics,2023-10-01,1308
4397,Technology,2023-11-17,6511
3296,Technology,2023-11-06,427
5937,Toys,2023-11-20,9303
1122,Books,2023-09-03,6675
4950,Food & Beverage,2023-09-17,7732
1560,Cosmetics,2023-10-11,3402
2758,Food & Beverage,2023-11-09,9524
1214,Cosmetics,2023-09-09,4962
3785,Technology,2023-09-28,3669
5311,Clothing,2023-11-03,8752
3399,Technology,2023-09-17,7291
4993,Clothing,2023-10-07,3439
3928,Clothing,2023-11-19,7951
5050,Cosmetics,2023-11-22,1088
3174,Food & Beverage,2023-09-28,531
4749,Toys,2023-09-26,8697
5320,Cosmetics,2023-11-20,7305
5317,Technology,2023-11-20,787
1112,Food & Beverage,2023-09-05,6032
4952,Cosmetics,2023-10-28,3118
3693,Food & Beverage,2023-11-26,2983
5275,Shoes,2023-09-01,9428
3226,Clothing,2023-09-08,9759
3908,Shoes,2023-11-03,7874
3156,Toys,2023-11-13,7883
1002,Cosmetics,2023-11-13,7237
5855,Food & Beverage,2023-10-06,456
3261,Cosmetics,2023-09-11,1650
4314,Technology,2023-09-23,6277
4508,Shoes,2023-09-30,3129
1380,Clothing,2023-10-26,4437
2668,Shoes,2023-09-26,7566
4879,Food & Beverage,2023-09-05,6591
5478,Cosmetics,2023-11-12,4906
4668,Technology,2023-11-15,7005
1998,Books,2023-11-05,4418
4758,Toys,2023-09-24,8801
1708,Toys,2023-10-03,3316
2293,Cosmetics,2023-10-24,3283
4524,Shoes,2023-10-29,3498
4006,Shoes,2023-11-09,9752
3154,Books,2023-10-16,6748
5640,Clothing,2023-11-08,3361
3801,Technology,2023-09-27,3559
2203,Food & Beverage,2023-10-29,216
3445,Technology,2023-11-23,4869
1569,Cosmetics,2023-11-19,3205
3365,Books,2023-11-21,6413
3737,Shoes,2023-10-08,859
1524,Books,2023-11-24,619
3949,Technology,2023-10-31,5798
3920,Food & Beverage,2023-09-14,9941
4370,Toys,2023-10-31,665
2743,Technology,2023-11-16,6685
4837,Cosmetics,2023-11-22,2911
3029,Cosmetics,2023-10-13,2750
2199,Books,2023-09-15,488
1290,Shoes,2023-09-08,1606
1239,Toys,2023-11-07,5739
5513,Clothing,2023-10-24,9641
1066,Food & Beverage,2023-11-20,4536
2989,Shoes,2023-10-05,7854
5798,Clothing,2023-10-18,4598
4808,Books,2023-11-12,9111
3896,Technology,2023-11-13,4685
5372,Toys,2023-09-12,4140
1048,Toys,2023-09-12,4199
3030,Technology,2023-09-14,5528
5478,Toys,2023-10-19,5818
5110,Shoes,2023-11-14,6636
5906,Technology,2023-09-15,5385
4009,Food & Beverage,2023-09-01,3408
3636,Food & Beverage,2023-10-08,1514
2452,Cosmetics,2023-11-09,2028
5927,Cosmetics,2023-09-29,4550
1663,Toys,2023-10-22,8606
2330,Toys,2023-09-12,176
5395,Technology,2023-09-04,9332
4364,Clothing,2023-11-10,1706
2155,Cosmetics,2023-11-23,7248
2963,Cosmetics,2023-11-12,8378
5879,Shoes,2023-09-08,1616
5462,Clothing,2023-10-31,6668
1365,Cosmetics,2023-09-26,106
1178,Clothing,2023-09-29,8378
4590,Shoes,2023-11-25,738
3516,Shoes,2023-11-16,148
2253,Shoes,2023-10-20,2985
5279,Shoes,2023-11-05,3753
2743,Toys,2023-10-21,9934
5045,Books,2023-11-28,6477
3880,Toys,2023-10-08,3900
1604,Clothing,2023-11-16,3012
5782,Toys,2023-10-12,8298
3146,Shoes,2023-11-01,4649
1700,Food & Beverage,2023-09-07,291
5022,Food & Beverage,2023-09-15,3440
3652,Clothing,2023-11-17,261
5049,Food & Beverage,2023-09-11,6271
5483,Books,2023-09-24,5450
5920,Books,2023-11-19,7849
3021,Toys,2023-11-26,6644
5708,Shoes,2023-09-03,6851
5598,Food & Beverage,2023-11-13,5882
2450,Toys,2023-10-14,8810
5270,Shoes,2023-09-24,4590
4835,Books,2023-09-16,2390
2698,Clothing,2023-11-08,164
5068,Technology,2023-10-07,7389
2523,Toys,2023-10-31,6267
4450,Toys,2023-09-23,9396
1610,Food & Beverage,2023-09-19,8976
2727,Clothing,2023-11-04,7909
2966,Clothing,2023-09-07,8011
4209,Food & Beverage,2023-10-21,2937
3766,Food & Beverage,2023-09-27,2951
1187,Books,2023-09-18,4889
1390,Shoes,2023-10-31,815
3820,Shoes,2023-10-31,7606
1843,Shoes,2023-10-23,7950
4094,Cosmetics,2023-09-09,9672
1417,Clothing,2023-10-24,7948
5239,Food & Beverage,2023-09-11,6401
2783,Technology,2023-09-15,1709
1096,Technology,2023-10-18,3312
1926,Food & Beverage,2023-11-02,114
3445,Cosmetics,2023-10-18,1954
1560,Clothing,2023-11-12,5029
1034,Cosmetics,2023-09-25,1215
5091,Shoes,2023-10-06,6398
4576,Clothing,2023-10-07,6805
2167,Clothing,2023-10-02,557
3272,Clothing,2023-10-02,1340
3219,Toys,2023-10-22,6450
3669,Technology,2023-10-16,942
3696,Toys,2023-09-21,4352
1959,Books,2023-10-06,8671
1522,Technology,2023-10-15,4042
1388,Toys,2023-10-03,3881
5700,Books,2023-11-10,5302
3864,Cosmetics,2023-10-14,8435
2334,Clothing,2023-11-28,6712
5529,Clothing,2023-10-22,2372
2275,Food & Beverage,2023-09-18,6724
5295,Cosmetics,2023-09-14,8817
4930,Technology,2023-09-07,7184
3737,Food & Beverage,2023-10-18,2420
4658,Shoes,2023-11-05,8452
1071,Cosmetics,2023-09-27,4998
1680,Food & Beverage,2023-09-01,8178
3536,Books,2023-11-27,3694
5521,Food & Beverage,2023-11-25,4791
2829,Technology,2023-10-08,1676
5587,Food & Beverage,2023-11-03,5228
3220,Clothing,2023-09-04,7804
3601,Toys,2023-09-19,2772
1747,Technology,2023-10-04,5519
1414,Toys,2023-10-06,5102
3256,Shoes,2023-11-29,516
2839,Clothing,2023-11-07,242
5210,Books,2023-10-31,5193
1528,Shoes,2023-10-23,1578
3692,Toys,2023-11-21,6037
3138,Toys,2023-10-19,9035
1794,Technology,2023-11-04,8230
3955,Shoes,2023-09-17,4504
4240,Books,2023-11-25,3472
4127,Toys,2023-10-22,1670
4722,Books,2023-10-23,6913
1113,Food & Beverage,2023-11-24,6315
1875,Shoes,2023-11-06,9924
4829,Toys,2023-09-22,7346
1791,Food & Beverage,2023-10-31,5018
4122,Technology,2023-09-30,4555
3165,Clothing,2023-09-15,9645
5884,Books,2023-10-30,7438
1544,Shoes,2023-09-12,3326
1594,Technology,2023-09-26,1803
4953,Technology,2023-09-15,8967
5054,Food & Beverage,2023-10-24,4588
4450,Cosmetics,2023-09-01,1289
2908,Food & Beverage,2023-09-21,7510
4665,Books,2023-11-18,6536
2145,Toys,2023-11-08,2248
4901,Shoes,2023-10-08,8498
5385,Shoes,2023-11-05,5773
4703,Shoes,2023-10-23,827
5641,Food & Beverage,2023-09-21,5960
1579,Books,2023-11-10,5445
5968,Technology,2023-09-16,8755
4289,Technology,2023-10-15,9309
2818,Technology,2023-11-07,5292
5284,Technology,2023-11-16,6632
4308,Cosmetics,2023-11-07,9439
2232,Technology,2023-11-25,8083
4187,Toys,2023-09-12,8138
1631,Books,2023-11-22,3432
5290,Cosmetics,2023-10-02,8668
4022,Clothing,2023-11-09,9123
3662,Clothing,2023-11-07,170
5291,Technology,2023-10-07,688
5659,Clothing,2023-10-26,3674
3355,Cosmetics,2023-09-06,9442
1567,Food & Beverage,2023-09-13,3507
3400,Books,2023-11-10,5578
5268,Toys,2023-09-24,8124
1516,Books,2023-10-19,6544
2862,Shoes,2023-11-08,7483
3687,Food & Beverage,2023-09-06,7613
3074,Shoes,2023-10-28,8830
3536,Food & Beverage,2023-10-10,6594
3399,Toys,2023-11-18,546
3684,Toys,2023-09-27,4989
2653,Shoes,2023-10-31,3427
3151,Cosmetics,2023-09-11,1153
2672,Clothing,2023-10-03,5506
3589,Books,2023-09-15,4725
4861,Technology,2023-09-07,1701
5401,Toys,2023-10-02,8078
1952,Books,2023-11-21,7944
4075,Toys,2023-11-07,4831
1761,Food & Beverage,2023-11-14,691
1342,Technology,2023-11-14,3808
5923,Clothing,2023-11-01,3839
4542,Technology,2023-10-16,9971
4492,Books,2023-11-26,1913
4697,Shoes,2023-11-29,1583
1771,Shoes,2023-09-28,4190
4734,Clothing,2023-11-24,5541
3131,Food & Beverage,2023-10-08,8823
4992,Shoes,2023-11-09,2606
3084,Shoes,2023-10-01,2221
5647,Books,2023-09-16,3392
5169,Clothing,2023-11-13,2269
5053,Clothing,2023-11-19,6616
5545,Toys,2023-10-07,8106
2950,Technology,2023-11-16,270
5735,Technology,2023-09-19,3825
4227,Clothing,2023-11-07,5469
5869,Shoes,2023-11-18,2140
4741,Toys,2023-10-31,7021
4191,Cosmetics,2023-10-28,7171
4322,Technology,2023-09-23,8343
3293,Cosmetics,2023-09-11,6174
2461,Books,2023-10-10,8732
2803,Books,2023-09-28,8842
5026,Technology,2023-09-28,2464
1650,Shoes,2023-11-28,6717
2400,Toys,2023-11-18,7736
1504,Food & Beverage,2023-10-20,7934
1852,Technology,2023-11-20,6776
3905,Cosmetics,2023-11-02,3232
5557,Shoes,2023-09-21,613
5315,Toys,2023-11-14,928
5495,Books,2023-11-29,5229
2051,Food & Beverage,2023-09-04,4799
1756,Cosmetics,2023-10-08,7553
1329,Technology,2023-10-28,6431
3831,Shoes,2023-09-26,8225
1280,Toys,2023-09-01,7095
1320,Technology,2023-10-25,5606
